label,text,label_encoded
ham,must taken real valentine shopping first,0
spam,free entry weekly comp send word win,1
ham,knowhe watching film computer,0
ham,yup need ill jus wait rain stop,0
ham,fighting world easy either win lose fightng close dificult lose lose win still lose,0
ham,cool text youre ready,0
ham,ill mins look,0
ham,smoking people use wylie smokes much justify ruining shit,0
ham,said anything wrong sorry,0
ham,aight chillin friends room text youre way,0
ham,theyre lots places hospitals medical places safe,0
ham,somewhere beneath pale moon light someone think dreams come true goodnite amp sweet dreams,0
ham,ill text carlos let know hang,0
ham,much eighth,0
ham,ill talk others probably come early tomorrow,0
ham,sorry vikky watching olave mandara movie kano trishul theatre wit frnds,0
ham,new theory argument wins situation loses person dont argue friends kick amp say always correct,0
spam,free text msgs text well credit account,1
ham,enjoying semester take care brother,0
ham,got like ltgt get later though get whatever feel like,0
ham,kdo evening daurgent,0
ham,missed call cause yelling scrappy miss cant wait come home lonely today,0
spam,free ringtone text first poly text get true tone help free tones xpw end txt stop,1
ham,watch films,0
ham,good making money,0
ham,desires going doctor liver get bit stylish get hair managed thats,0
spam,congratulations awarded vouchers gift guaranteed free entry wkly draw txt music tncs,1
ham,rajipls favour pls convey birthday wishes nimya pls today birthday,0
ham,may free gym,0
ham,good night dear sleepwellamptake care,0
ham,might want pull case plan spending dont much confidence derek taylors money management,0
ham,likely called mittelschmertz google dont paracetamol dont worry,0
ham,would fuckin believe didnt know thurs pre booked cancelled needs sacked,0
ham,hate call didnt accept even single call mine even messaged,0
ham,wait minstand bus stop,0
ham,thats alrite girl know gail neva wrongtake care sweet dont worryc ltr hunlove yaxxx,0
ham,thanks message really appreciate sacrifice sure process direct pay find way back test tomorrow class wonderful day,0
ham,date sunday,0
ham,decided people care stuff vote caring stuff losers,0
ham,jokin oni lar busy wun disturb,0
ham,dunno cos late reach inside already ate spageddies lor gals laughing lor,0
ham,amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes see election results lies lets recount motherinlaw woman hitler eleven plus two twelve plus one amazing,0
ham,lor thanx school,0
ham,submitting project tmr rite,0
ham,meet soon princess ttyl,0
ham,ask around theres lot terms mids,0
ham,hey really pretty late want lesson first join reaching mrt,0
ham,guai shd haf seen hes naughty free today jogging,0
ham,dont anybodys number still havent thought tactful way ask alex,0
ham,enjoy showers possessiveness poured loved ones bcoz world lies golden gift loved truly,0
ham,seems unnecessarily hostile,0
spam,private account statement shows unredeemed points call identifier code expires,1
ham,around friend mines lookin pick later tonight,0
ham,home doc gave pain meds says everything fine,0
spam,new message please call,1
ham,thats ebay might less elsewhere,0
ham,well boy glad wasted night applebees nothing,0
ham,maybe fat fingers press buttons doesnt know,0
ham,need job aha,0
ham,lol dont know awesome phone could click delete right want,0
ham,sorry lot friendofafriend stuff talk actual guy wants buy,0
ham,wat busy wif work,0
spam,price claim call,1
ham,love aathilove lot,0
ham,turning phone moms telling everyone cancer sister wont stop calling hurts talk cant put see get home love,0
ham,feb ltgt love day send dis valued frnds evn comes back ull married person luv ignore dis lose luv evr,0
ham,huh fast dat means havent finished painting,0
ham,buy,0
ham,youre right think,0
spam,xmas reward waiting computer randomly picked loyal mobile customers receive reward call,1
spam,ringtoneking,1
ham,thats fine got enough bud last night least,0
ham,prabhaim sorydarealyfrm heart sory,0
ham,also didnt get,0
ham,good afternoon babe goes day job prospects yet miss love sighs,0
ham,eat lunch senor,0
ham,fighting world easy either win lose fightng close dificult lose lose win still lose,0
ham,say slowly godi love amp need youclean heart bloodsend ten special people amp miracle tomorrow itplspls,0
ham,yup,0
ham,ive reached home finally,0
ham,give time walk,0
ham,latebut kwish,0
ham,watching movie netflix,0
spam,big brother alert computer selected cash voucher call ntt box cro landline cost ppm mobiles vary,1
ham,take mokka players,0
ham,hanging brother family,0
ham,accidentally brought home box,0
ham,remember day,0
ham,one week leave put know time,0
ham,mom might back later ltgt,0
ham,thank like well,0
spam,sms auction brand new nokia auction today auction free join take part txt nokia,1
ham,tmrw finishing doors,0
ham,hide anythiing keeping distance,0
ham,single line big meaning miss anything best life dont miss best life anything gud nyt,0
ham,good sleep rhythm person establish rhythm body learn use want know,0
ham,cheers lou yeah goodnite shame neva came gailxx,0
ham,whore unbelievable,0
ham,thanx,0
spam,latest news police station toilet stolen cops nothing,1
ham,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl,0
ham,darlin helens fone gon princes nite please come love kate,0
ham,plans family set stone,0
ham,didnt get full msgsometext missing send,0
ham,swhrt deyhope tot daylove misstake care,0
spam,polyphonic tone mob every week txt tone free get txtin tell friends ptone reply info,1
ham,dis yijue would happy work wif gek,0
ham,lol take member said aunt flow didnt visit months cause developed ovarian cysts way shrink,0
ham,dont message offer,0
ham,way going back,0
ham,whats happening gotten job begun registration permanent residency,0
ham,moon come color dreams stars make musical sms give warm peaceful sleep good night,0
ham,make baby tho,0
ham,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,0
ham,awww dat sweet think something nice time tonight ill probably txt later cos lonely xxx,0
ham,wylie update weed dealer carlos went freedom class lunsford,0
ham,could ask carlos could get anybody else chip,0
ham,wearing,0
ham,like talk able dont know,0
ham,jay says youre doublefaggot,0
ham,home love still awake loving kiss,0
ham,lovely night xxx,0
ham,like dis sweater mango size already irritating,0
ham,call make sure dat ive woken,0
ham,yeah ill leave couple minutes amp let know get,0
ham,hello hows saturday texting see youd decided anything tomo trying invite anything,0
ham,hello hello lou sorry took long reply left mobile friends lancaster got bak neway sorry couldnt make bday hun,0
ham,waiting call,0
ham,omg make wedding chapel frontierville get good stuff,0
ham,customer place wil cal sir,0
ham,sounds great going sleep good night,0
ham,please ask macho price range want something new used plus interfued blackberry bold ltgt,0
ham,buy juz buy get lar,0
ham,sorry ill call later meeting,0
ham,sorry please,0
ham,also sir sent email log usc payment portal ill send another message explain things back home great weekend,0
ham,lolnice went fish water,0
ham,didnt search online let know,0
ham,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,0
ham,makes happy,0
ham,slow using biolas fne,0
ham,know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop,0
ham,let noe leave house,0
ham,came ago,0
ham,wats email,0
ham,parents kidz friends colleagues screaming surprise waiting sofa naked,0
ham,stupidits possible,0
ham,time week ryan,0
ham,check rooms befor activities,0
ham,train back northampton afraid,0
ham,sorry delay yes masters,0
ham,want join sts later meeting five call class,0
ham,fact leave think addie goes back school tues wed,0
ham,send print outs,0
ham,ard like dat lor,0
spam,got takes take part wrc rally lucozade energy text rally see packs lucozadecoukwrc itcould,1
ham,howda gud gud mathe samachara chikku,0
ham,class holla later,0
ham,hope know still mad,0
ham,dear call urgnt dont know whats problem dont want work problem least tell wating reply,0
ham,hey galsu wan meet dinner nte,0
ham,home come within min,0
ham,dear mood cant drive brother drive,0
ham,thats haf combine lor,0
spam,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd calloptoutndx,1
ham,happen behave like,0
ham,send bec temple,0
ham,dude guess got arrested day,0
ham,babe talking think good boy missing love,0
ham,come room come house cos house still messy haha,0
ham,tonight mate catching sleep new number way,0
ham,send friends receive something voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny ltgt irritating ltgt lovable reply,0
ham,knw givits thanks kanoanyway enjoy wit family wit salary,0
ham,maybe pressies,0
ham,buzz hey love think hope day goes well sleep miss babe long moment together againloving smile,0
ham,got persons story,0
ham,wake,0
ham,msg leave house,0
ham,babe answering cant see maybe youd better reboot got photo great,0
ham,test ltgt,0
ham,want sent ltgt mesages today thats sorry hurts,0
ham,coming friday leave pongaldo get news work place,0
ham,way send shades stuff wonderful,0
spam,want get laid tonight want real dogging locations sent direct mob join uks largest dogging network txting moan nyt eca,1
ham,get home,0
ham,two fundamentals cool life walk like king walk like dont carewhoever king gud nyt,0
spam,valued vodafone customer computer picked win prize collect easy call,1
ham,wat uniform get,0
ham,badrith chennaii surely pick usno competition,0
ham,orh tot say still dun believe,0
ham,vldo know got adsense approved,0
ham,forgot takes years shower sorry atyour phone dead yet,0
ham,youve already got flaky parent itsnot supposed childs job support parentnot theyre ride age anyway supposed support ive hurt unintentional hurt nonetheless,0
ham,prob ill come lunch,0
ham,thanks hope good day today,0
ham,work please call,0
ham,hey das cool iknow wellda peril studentfinancial crisisspk,0
ham,wet right,0
ham,thats haf keep busy,0
ham,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane made students dey hurried plane didnt move saidif made studentsthis wont even start datz confidence,0
ham,importantly discuss,0
ham,wifehow knew time murder exactly,0
ham,got arrested possession shit lttimegt,0
ham,nite nite pocay wocay luv thing eva promise ring morrowxxxx,0
ham,see knew giving break times woul lead always wanting miss curfew gon gibe til one midnight movie gon get til need come home need getsleep anything need studdying ear training,0
ham,chikku nange bakra msg kalstiyathen teacoffee,0
ham,wish holding tightly making see important much mean much need life,0
ham,fuck cedar key fuck come anyway tho,0
ham,guess thats worried must know theres way body repairs quite sure shouldnt worry well take slow first tests guide ovulation relax nothing youve said reason worry ill keep followin,0
ham,didnt get hep immunisation nigeria,0
ham,otherwise part time job natuition,0
ham,housemaid murderer coz man murdered ltgt january public holiday govtinstituitions closedincluding post officeunderstand,0
ham,check got detailed message,0
ham,yes princess want make happy,0
ham,see cup coffee animation,0
ham,goodnight thangam really miss dear,0
ham,set let noe details later,0
ham,yunny walking citylink faster come hungry,0
ham,alex knows guy sells mids hes south tampa dont think could set like,0
ham,another month need chocolate weed alcohol,0
ham,kallis wont bat innings,0
ham,well give cos said didnt one nighters persevered found one cheap apologise advance somewhere sleep isnt,0
ham,anything lor juz lor,0
ham,laptop got stock lei say mon muz come take look got,0
spam,urgent trying contact todays draw shows prize guaranteed call land line claim validhrs,1
ham,one best dialogue cute reltnship wen die dont come near body bcoz hands may come wipe tears timegud,0
ham,nope going home pump petrol lor like going rain soon,0
ham,right ill make sure loads work day got really nasty cough today dry shot really help,0
ham,hmmmkbut want change field quickly dai wan get system administrator network administrator,0
spam,free week nokia tone mob every week txt nokia get txting tell mates pobox norm ptone,1
ham,fuck babe miss already know cant let send money towards net need want crave,0
ham,theoretically yeah could able come,0
ham,wahala remember friend need,0
ham,chk belovd dict,0
ham,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den cafe tok nydc somethin,0
ham,shes fine good hear dear happy new year,0
spam,chance win wkly shopping spree txt shop tscs custcare xpwk,1
ham,looking,0
ham,yeah work fine started last week stuff dull easy guys fun,0
ham,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday,0
spam,thanks ringtone order ref number mobile charged tone arrive please call customer services,1
ham,gal boy walking park galcan hold hand boyy think would run away galno jst wana feels walking heaven princegn,0
ham,hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausagelove jen xxx,0
ham,kanji dont eat anything heavy,0
ham,uworld site buying qbank buying self assessment also,0
ham,went ganesh dress shop,0
ham,going thru different feelingwavering decisions coping individualtime heal everything believe,0
ham,fineabsolutly fine,0
ham,going goodno problembut still need little experience understand american customer voice,0
ham,whos say drugdealer,0
ham,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back,0
ham,see finish loads loans pay,0
ham,sms chat,0
ham,still coming tonight,0
ham,good thing getting connection,0
spam,free message activate free text messages replying message word free terms conditions visit,1
ham,didnt see shadow get early spring yay,0
ham,wifehow knew time murder exactly,0
ham,yeah dont bed ill back midnight,0
spam,dear dave final notice collect tenerife holiday cash award call landline tcs sae box cwwx ppm,1
spam,valentines day special win quiz take partner trip lifetime send pmsg rcvd custcare,1
ham,really still tonight babe,0
ham,putting ready lttimegt,0
ham,sorry ill call later,0
ham,yar lor keep raining non stop wan elsewhere,0
ham,know dad back,0
ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,0
ham,kindly send one flat ltdecimalgt today,0
ham,way tirupur,0
ham,somebody andros steal ice,0
ham,mostly sports typelyk footblcrckt,0
ham,meeting work tel shall work tomorrow,0
ham,fwiw reason around time smoke gas afford around someone tells apparently happens somebody wants light,0
ham,popped loo helloed hello,0
ham,wif cos like try new things scared dun like mah cos said loud,0
ham,dahe stupid daalways sending like thisdon believe messagepandy mental,0
ham,much fifty,0
spam,private account statement shows unredeemed sim points call identifier code expires,1
ham,becoz ltgt jan whn post ofice holiday post oficegot duffer,0
ham,vikky come around lttimegt,0
ham,,0
ham,going take babe,0
ham,think waiting bus inform get ever get,0
ham,yes completely formclark also utter waste,0
ham,must book huh going yoga basic sunday,0
ham,nationwide auto centre something like newport road liked,0
ham,found dis pierre cardin one looks normal costs sale,0
ham,dai ltgt naal eruku,0
ham,celebrate bday else,0
ham,aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh,0
ham,please give connection today ltdecimalgt refund bill,0
ham,going sao today done,0
ham,rose redred bloodblood heartheart send tis friends including like get back poor relation need support frnd many luvs praying god marry try,0
ham,captain room,0
ham,getting back home,0
ham,aight sorry take ten years shower whats plan,0
spam,want new video handset time network mins unlimited text camcorder reply call del sat,1
ham,whats oga left phone home saw messages hope good great weekend,0
ham,diet ate many slices pizza yesterday ugh always diet,0
spam,records indicate maybe entitled pounds compensation accident claim free reply claim msg stop txt stop,1
ham,hey darlin pick college tell wen love pete,0
ham,aiyah wat long got improve already wat,0
ham,hey told name gautham,0
ham,sure dont mean get made hold weed,0
ham,goodmorning today late hrs back pain,0
ham,good well find way,0
ham,sir waiting call free please call,0
ham,call tell infront call,0
ham,well know take care worries,0
ham,seriously tell exact words right,0
ham,gorgeous keep pix cumming thank,0
ham,see christmassy,0
ham,shower baby,0
ham,idk sitting stop shop parking lot right bawling eyes feel like failure everything nobody wants feel like failing,0
ham,change also,0
ham,godtaken teethis paining,0
ham,hair cream shipped,0
ham,dont think need yellow card travel ask someone gone ltgt bucks,0
ham,tell shola please college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand,0
ham,ooh got gon start belly dancing moseley weds want join cafe,0
spam,upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer ends july tcs apply optout available,1
ham,home always chat,0
ham,lol forgot yes ill bring babe,0
ham,work going min,0
ham,tacos rajas burrito right,0
ham,moan thin goes wrong faultal arguments faultfed himso bother hav thanxxx,0
ham,tirupur started office call,0
ham,gon head usf like fifteen minutes,0
ham,oooh bed ridden thinking,0
ham,marriage function,0
ham,well theres still bit left guys want tonight,0
ham,dunno ask,0
ham,hey still want yogasana coz end cine bathe hav steam bath,0
ham,problem baby good time talk called left message,0
ham,jurong point crazy available bugis great world buffet cine got amore wat,0
ham,love brother time talk english grins say hey muhommad penny says hello across sea,0
ham,one day crab running sea shorethe waves came cleared footprints crab crab asked frnd clearing beautiful footprints waves replied fox following footprints catch thats cleared frndsship never lets dwn gud nyt,0
spam,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call,1
spam,todays voda numbers ending selected receive award match please call quoting claim code standard rates app,1
ham,apart one told yesterday,0
ham,think tantrums finished yeah ill point,0
ham,cos daddy arranging time wat time fetch mah,0
ham,yeah thats thought lem know anythings goin later,0
ham,sleepingand surfing,0
ham,say leh course nothing happen lar say romantic jus bit lor thk nite scenery nice leh,0
ham,still game,0
ham,sorry battery died yeah,0
ham,nicenicehow working,0
spam,sms services inclusive text credits pls goto login qxj unsubscribe stop extra charge help comuk,1
ham,saw guys dolls last night patrick swayze great,0
ham,send naughty pix,0
ham,dont give monkeys wot think certainly dont mind friend mineall dont sleep wiv wud annoyin,0
ham,come got nothing,0
ham,sending greetings joy happiness evening,0
ham,see forwarding message proof,0
ham,wondering others took,0
spam,camera awarded sipix digital camera call fromm landline delivery within days,1
ham,hey guy know breathing neck get bud anyway youd able get half track usf tonight,0
ham,ltgt send home sale,0
spam,final chance claim worth discount vouchers today text yes savamob member offers mobile savamob pobox muz subs,1
spam,xmas prize draws trying contact todays draw shows prize guaranteed call land line valid hrs,1
ham,yup comin,0
ham,good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy,0
ham,hey going quit soon xuhui working till end month,0
spam,receiving weeks triple echo ringtone shortly enjoy,1
ham,tmr timin still wat cos got lesson,0
ham,goodmorningmy grandfather expiredso leave today,0
ham,alex says hes,0
ham,knew slept late yest wake late,0
ham,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,0
ham,yes glad made,0
ham,dont file bagi work called mei tell find anything room,0
spam,urgent mobile awarded bonus caller prize final attempt contact call,1
ham,yeah wouldnt leave hour least hows sound,0
ham,nice pubs near frankie bennys near warner cinema,0
ham,argh fuck nobody town,0
ham,cool cool chikku chikkudb,0
ham,call,0
ham,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gon kill,0
ham,havent seen facebook huh lol,0
ham,would smoking help work difficult time,0
ham,geeee miss already know think fuck cant wait till next year together loving kiss,0
ham,lol wtf random btw lunch break,0
ham,issues right ill fix tomorrow,0
ham,carlos says pick later yeah set,0
ham,hey going lesson gym,0
ham,thank princess want see nice juicy booty,0
ham,dad says hurry hell,0
ham,ask keep one maybe thats didnt get messages sent glo,0
ham,aight close still around alexs place,0
ham,miss much desparate recorded message left day listen hear sound voice love,0
spam,polyphonic tone mob every week txt tone free get txtin tell friends ptone reply info,1
ham,aiyar hard type later free tell call scold tell,0
spam,congrats nokia video camera phone call calls cost ppm ave call mins vary mobiles close post bcm ldn wcnxx,1
ham,going dinnermsg,0
ham,hmmmstill dont opener,0
ham,generally isnt one uncountable noun dictionary pieces research,0
ham,valentine game send dis msg friends answers someone really loves ques colour suits best,0
spam,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply,1
ham,make girl happy difficult make girls happy need friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,0
ham,hospital return home evening,0
ham,yup,0
ham,drive read need write,0
ham,said look pretty wif long hair wat thk hes cutting quite short leh,0
ham,didnt call lunch,0
ham,lol yes add spice day,0
ham,gwr,0
spam,buy space invaders chance win orig arcade game console press games arcade std wap charge see ocoukgames terms settings purchase,1
spam,fantasy football back sky gamestar sky active play dream team scoring starts saturday register nowsky opt,1
ham,japanese proverb one none itu must indian version one let none itleave finally kerala version one stop none make strike,0
spam,urgent week free membership prize jackpot txt word claim lccltd pobox ldnwarw,1
ham,keep ten shelf buy two egg,0
ham,geeeee love much barely stand,0
ham,gon blakes night might able get little early,0
ham,best watch say cause get drunk motherfucker,0
ham,umma life vava umma love lot dear,0
spam,poly tones mobs direct rply poly title poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq,1
spam,splashmobile choose tones subscrition service weekly tones costing one credit kick back enjoy,1
ham,got seventeen pounds seven hundred hope,0
ham,long beach lor expected dinner,0
ham,wat time wan meet later,0
spam,save money wedding lingerie choose superb selection national delivery brought weddingfriend,1
ham,coming back thursday yay gon get money cheers yeah everything alright hows school call work,0
ham,shoot docs waiting room,0
ham,like ltgt question,0
ham,,0
ham,change windows logoff sound,0
ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay,0
ham,shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause getting owed face,0
ham,havent planning buy later check already lido got show afternoon finish work already,0
spam,want funk fone weekly new tone reply tonesu text original best tones gbp network operator rates apply,1
ham,yeah got list joanna feeling really anti social,0
ham,home first lar wait lor put stuff first,0
ham,come guoyang tell told,0
ham,love babe sure everything alrite idiot txt bak girlie,0
ham,least armands still around,0
ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,0
ham,wake since checked stuff saw true available spaces pls call embassy send mail,0
ham,watching lor,0
ham,although told dat baig face watches really like watch gave cos thanx everything dat uve done today touched,0
ham,escape theatre going watch kavalan minutes,0
ham,dunno lei decide lor abt leona oops tot ben going msg,0
ham,luv soo much dont understand special ring morrow luv xxx,0
spam,urgent costa del sol holiday await collection call toclaim sae pobox stockport skxh costpm maxmins,1
ham,samus shoulders yet,0
spam,congrats mobile videophones call videochat wid mates play java games dload polyph music noline rentl,1
ham,happy new years melody,0
ham,dont worry well finished march ish,0
spam,selected stay top british hotels nothing holiday worth claim call london swss,1
ham,came hostel going sleep plz call class hrishi,0
ham,searching good dual sim mobile,0
ham,nope still market,0
ham,networking job,0
ham,hello lover goes new job happy think wake slave send teasing kiss across sea,0
ham,dunno lei neva say,0
ham,lay man let know missed thought great day send bimbo ugos numbers ill appreciate safe,0
ham,crucify told earlier,0
ham,yep dereks house see sunday,0
spam,hard live chat pmin choose girl connect live call cheap chat uks biggest live service bcmwcnxx,1
ham,hey gorgeous man work mobile number good one babe squishy mwahs,0
ham,watching surya movie vijay movie pokkiri,0
ham,haha awesome ive couple times alls coming,0
ham,good morning boytoy hows yummy lips wheres sexy buns think crave need,0
ham,hiya hows going sunny africa hope avin good time give big old silver back big kiss,0
ham,long quit get like minutes day,0
ham,ltgt mins stop somewhere first,0
ham,place man,0
ham,way ive put skip right outside front house see house pull,0
ham,sorry ill call later,0
ham,hope feeling great pls fill abiola,0
ham,cool let know kicks around ltgt ill day,0
ham,come room point iron plan weekend,0
spam,hear new divorce barbie comes kens stuff,1
ham,love aathilove lot,0
ham,cinema plus drink appeal tomo thriller director like mac,0
spam,hack chat get backdoor entry chat rooms fraction cost reply neo call subscribe dps bcm box ldn wcnxx,1
spam,shop till drop either cash travel voucher call ntt box crbt fixedline cost ppm mobile vary,1
ham,carry disturbing,0
ham,comin fetch oredi,0
ham,hav frnd name ashwini college,0
ham,stay night xavier sleeping bag getting tired,0
ham,world suffers lot violence bad people silence good people gud night,0
ham,project come,0
ham,mobile ltgt added contact list great place send free sms people visit fullonsmscom,0
ham,new years eve went party boyfriend hey,0
spam,secret admirer looking make contact ufind rreveal thinks specialcall,1
ham,stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call babysitting monday,0
ham,want bold torch,0
ham,kinda first one gets twelve aah speak tomo,0
spam,free unlimited hardcore porn direct mobile txt porn get free access hrs per day txt stop exit msg free,1
ham,give back proof ltgt wont allow work come home within days,0
ham,hopeing wasnt pissed remember gone sisters something,0
ham,yet chikkusimple habbahw abt,0
ham,lol nah wasnt bad thanks good home quite reality check hows day anything website,0
spam,welcome ukmobiledate msg free giving free calling future mgs billed daily cancel send stop,1
ham,thank much skyped wit sura didnt get pleasure company hope good weve given ultimatum countin aburo enjoy message sent days ago,0
ham,fine remember,0
spam,chance win cash every txt action tscs custcare xpwk,1
ham,wen miss someone person definitely special person special miss keepintouch gdeve,0
ham,yes plm office,0
ham,days making dinner tonite invited,0
ham,cbe chennai,0
ham,ill sch dun haf book sch home,0
ham,purchase stuff today mail box number,0
ham,come,0
ham,fine hope good take care,0
ham,bookedthe hut also time way,0
ham,come mahal bus stop ltdecimalgt,0
ham,come sec theres somebody want see,0
ham,lol busy,0
ham,meet lunch,0
ham,callsmessagesmissed calls,0
spam,urgent urgent free flights europe give away call sept take friend free call claim bannfwflyppm,1
ham,sea lays rock rock envelope envelope paper paper words,0
ham,itll tough ill,0
ham,angry happen dear,0
ham,one doesnt stalk profiles,0
ham,nothing ever easy dont looking reason take risk life love,0
spam,heard call rude chat private line cum wan pics gettin shagged text pix end send stop sam xxx,1
ham,havent got topic yet rite,0
ham,freezing home yet remember kiss mom morning love think missing yet,0
ham,kkany special today,0
ham,class get text,0
spam,hottest pics straight phone see getting wet wanting text pics txt costs textoperator gga xxx,1
ham,dare ask luck sorting car,0
spam,freemsg baby wow got new cam moby wan hot pic fancy chatim win utxt rply chat hlp msgp rcv,1
ham,sunny california weathers cool,0
ham,well balls time make calls,0
ham,stopped get ice cream back,0
ham,,0
ham,gud dearslp welltake careswt dreamsmuah,0
ham,haha yup hopefully lose mon hip hop orchard weigh,0
ham,ive reached sch already,0
ham,unni thank dear rechargerakhesh,0
ham,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish merry xmas,0
ham,darlin kate doin somethin tonight going pub called swan something parents one drink phone,0
ham,thanx lot help,0
ham,whats staff name taking class,0
ham,okie,0
ham,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,0
ham,nah perpetual,0
ham,love set soul fire spark flame big rawring flame xoxo,0
ham,list buyers,0
ham,huh also many mistakes,0
spam,forwarded mailbox messaging sms alert messages matches please call back retrieve messages matches,1
ham,thkin goin yogasana den den rush parco okie lor call ready,0
ham,dahow todays class,0
ham,ksry knw sivatats askd,0
ham,ahhh work vaguely remember feel like lol,0
ham,creep,0
spam,amy sending free phone number couple days give access adult parties,1
spam,cashbalance currently pounds maximize cashin send cash pmsg box tcrw,1
ham,yeah confirmed staying weekend,0
ham,town alone,0
ham,yup remb think book,0
ham,jess dont know work call home eve xxx,0
ham,movies laptop,0
ham,two cartons pleased shelves,0
ham,cool text youre parked,0
ham,hai bored lecturer repeating last weeks stuff waste time,0
ham,babe likely bed sorry tonight really wan see tomorrow call love xxx,0
ham,checked heading drop stuff,0
spam,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts,1
ham,april cant wait,0
ham,kkcongratulation,0
ham,nice line said broken heart plz dont cum times infront wise trust good,0
ham,thing change sentence want concentrate educational career leaving,0
ham,btw regarding really try see anyone else guy commit random dude,0
spam,dating service call boxskch,1
ham,sorry battery died come getting gram wheres place,0
ham,india take lead,0
spam,private account statement shows unredeemed bonus points claim call identifier code expires,1
ham,mom wants know,0
ham,wrong phone phone answer one assume people dont well,0
ham,erm thought contract ran theth october,0
ham,keeping away like,0
ham,sthis increase chance winning,0
ham,come pick engin,0
ham,enjoy shows,0
spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,1
ham,dude knw also teluguthts gudk gud nyt,0
spam,ree entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details,1
ham,mmm thats better got roast better drinks good indian,0
ham,dunno dats wat told lor,0
ham,love isnt decision feeling could decide love life would much simpler less magical,0
ham,dont want leave barely stay sane fighting constantly isnt helping,0
spam,mobile mths update latest cameravideo phones free keep number get extra free minstexts text yes call,1
ham,realy soz imat mums nite moro,0
spam,smsservices yourinclusive text credits pls goto login qxj unsubscribe stop extra charge help comuk,1
ham,oops thk dun haf enuff check tell,0
ham,princess bet brothas chasing,0
ham,dunno juz askin cos got card got salon called hair sense tot one cut hair,0
ham,haha okay today weekend leh,0
ham,happen tell truth,0
ham,yeah gang ready,0
ham,call like ltgt times give hypertension,0
ham,moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish find todaygood morning,0
ham,driving raining ill get caught mrt station lor,0
ham,dont file bagi work called mei tell find anything room,0
ham,never lei lazy got wat dat day send url cant work one,0
ham,dear saw dear happy battery low,0
ham,wan art,0
ham,finished eating got plate leftovers time,0
ham,sorry ill call later,0
ham,ball moving lotwill spin last difficult bat,0
ham,broke list reasons nobodys town cant tell shes sarcastic faggy,0
ham,pansy youve living jungle two years driving worried,0
ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,0
spam,burger king wan play footy top stadium get burger king sept large super cocacola walk winner,1
ham,excellent spent ltgt years air force iraq afghanistan stable honest like traveling,0
ham,neft transaction reference number ltgt ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,0
ham,dont know supports ass srt thnk think play usb,0
ham,haha yeah see sec,0
ham,new theory argument wins situation loses person dont argue friends kick amp say always correct,0
ham,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free,0
ham,break time one come get stuff,0
spam,dating service asked contact someone shy call revealed pobox,1
spam,private account statement,1
ham,jus finish bathing,0
ham,missing toopray inshah allah,0
